"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-23",,"78","81",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-24",,"76","82",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-25",,"76","86",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-26",,"74",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-27",,"79",,"71"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-28",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-29",,"75",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-30",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-31",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-01",,"75",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-02",,"75",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-03",,"76",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-04",,"76","81",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-05",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-06",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-07",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-08",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-09",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-10",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-11",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-12",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-13",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-14",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-15",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-16",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-17",,"75",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-18",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-19",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-20",,"75",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-21",,"75",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-22",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-23",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-24",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-25",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-26",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-27",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-28",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-29",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-30",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-08-31",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-09-01",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-09-02",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-09-03",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-09-04",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-09-05",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-09-06",,"75",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-09-07",,"74",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-09-25",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-09-26",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-11-13",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-01-21",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-01-23",,"85","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-01-24",,"80",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-05",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-06",,"84","90","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-07",,"85",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-08",,"84",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-09",,"84","91","80"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-10",,"83",,"80"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-11","0.28","83","90","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-12","0.00","85",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-13",,"83","91","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-14",,"80",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-16",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-17",,"85","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-18",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-20",,"85","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-21",,"85","91","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-22",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-23",,"83","94",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-24",,"82",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-25","0.08","85",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-26","0.00","85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-27","0.02","84",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-02-28","0.03","81",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-01","0.00","86","91",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-02",,"84","91","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-03",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-04",,"85",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-05",,"85","93",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-06",,"86",,"80"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-07",,"86",,"80"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-09",,"85","92",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-10",,"83","91",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-11","0.03","84",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-15",,"87",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-16",,"82",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-17",,"83",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-18",,"82","90","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-03-23",,"85","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-12",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-16",,"84","88",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-17","0.59","83",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-20",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-21",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-22",,"85","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-23",,"87",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-24",,"81",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-25",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-26",,"87",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-27",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-28",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-29",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-04-30",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-01",,"84",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-02",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-03",,"87",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-04",,"81","91","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-05",,"83",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-06",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-07",,"83",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-08",,"85",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-09","0.51","84",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-10","0.00","84",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-11",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-12",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-13",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-14","0.16","79",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-15","0.00","86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-16",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-17",,"83","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-18",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-19",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-20",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-21",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-22",,"80","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-23",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-24",,"81",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-25",,"84","91",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-26",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-27",,"87",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-28",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-29",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-05-30",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-01","0.04","81","87","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-02","0.00","78",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-03","0.01","80",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-04","0.00","80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-05",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-06",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-07","1.06","81",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-08","0.00","80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-09",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-10",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-11","0.08","83",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-12","0.00","81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-13","0.03","78",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-14","0.00","76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-18",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-21",,"80","85",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-22",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-24",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-25",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-26",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-27",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-28",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-29",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-06-30",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-01",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-02",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-03",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-04",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-05",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-06",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-07",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-08",,"81","88",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-09",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-10",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-12",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-13",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-14",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-17",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-07-18",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-08",,"75",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-09",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-16",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-17",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-18",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-19",,"79",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-20",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-21",,"77","81",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-22",,"77",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-23",,"75",,"70"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-24",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-28",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-29",,"77","84","71"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-30",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-08-31",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-01",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-03",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-04",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-05",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-06",,"75","83",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-07",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-08",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-09",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-10",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-11",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-23",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-24",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-25",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-09-26",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-05",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-06",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-07",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-08",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-09",,"81","87",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-10",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-11",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-12",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-13",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-14",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-15",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-16",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-17",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-18",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-19",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-20",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-21",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-22",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-23",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-24",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-27",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-29",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-30",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-10-31",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-01",,"82",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-02",,"84",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-03",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-04",,"82",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-05","0.20","80",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-06","0.00","77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-07","0.02","82",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-08","0.00","83","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-09",,"84","90","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-10",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-11",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-12",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-13",,"83","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-14",,"83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-15","0.00","82","90","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-16",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-17",,"78",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-18",,"83","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-19","0.00","84",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-20","0.00","84","91","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-21",,"82",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-22","0.00","84",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-23",,"82","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-24",,"84",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-25","0.00","84","91","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-26",,"84",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-27",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-28",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-29","0.00","84","90","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-11-30","0.00","84","90","79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-01",,"81","89","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-02",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-03","0.00","83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-04",,"83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-05",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-06",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-07","0.00","83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-08",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-09","0.02","82",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-10","0.00","83","90","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-11",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-12",,"84",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-13",,"85",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-14","0.00","84","90","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-15","0.00","83","90","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-16",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-17",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-18",,"83","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-19",,"84",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-20",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-21",,"83",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-22",,"82",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-23",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-24",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-25","0.00","82","91","73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-26",,"81","92",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-27",,"80","92",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-28",,"81",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-29",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-30",,"80",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2002-12-31",,"80",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-01","0.00","83","90","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-02",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-03",,"83",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-04","0.00","83",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-05",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-06","0.00","84",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-07",,"85","92",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-08",,"85","92","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-09",,"83","88","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-10",,"83",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-11","0.00","83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-12","0.04","81","86","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-13","0.04","81",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-14","0.00","82",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-15",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-16","0.00","82","90","74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-17",,"82","91",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-18","0.00","83",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-19","0.00","82",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-20",,"82","91","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-21",,"84",,"80"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-22",,"82","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-23",,"82",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-24","0.00","83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-25",,"82",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-26","0.00","83","90","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-27",,"82","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-28",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-29","0.00","83","94","74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-30",,"85","94","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-01-31","0.00","83","90","74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-01",,"83","91",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-02",,"83",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-03","0.00","84","91","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-04",,"84",,"80"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-05","0.00","85","91","80"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-06",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-20","0.00","85","91","81"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-21",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-22",,"81","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-23","0.12","83",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-24","0.00","83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-25","0.00","85","93","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-26",,"85","91",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-27","0.00","85",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-02-28","0.00","85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-03-01",,"84",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-03-02","0.00","86",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2003-03-03",,"82",,
